          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1958   0.3319   0.4717   0.6407   0.6297   0.4491   0.4968   0.4215   0.4353   0.4787   0.4032   0.4787   0.4925
1959   0.3859   0.3997   0.2727   0.2827   0.2581   0.2188   0.2285   0.2883   0.3947   0.3662   0.3467   0.3855
1960   0.4649   0.5047   0.3907   0.3857   0.5561   0.5998   0.5335   0.6143   0.4827   0.5522   0.5487   0.4155
1961   0.3519   0.3717   0.4537   0.5187   0.4491   0.3158   0.2465   0.3173   0.2777   0.2882   0.3677   0.4935
1962   0.4429   0.4447   0.4727   0.3817   0.2811   0.2148   0.2595   0.2213   0.2817   0.3272   0.3497   0.4735
1963   0.4539   0.4617   0.4437   0.4007   0.1761   0.2418   0.2345   0.2133   0.0777   0.1922   0.2487   0.2255
1964   0.2239   0.3197   0.3517   0.1537   0.3041   0.2948   0.1295   0.0553   0.0627  -0.0047   0.1427   0.1675
1965   0.1039   0.1237   0.2377   0.2057   0.1681   0.1668   0.0875   0.0823   0.0627   0.0212   0.0357   0.1675
1966   0.2289   0.3137   0.3087   0.3487   0.2701   0.2518   0.2225   0.2513   0.2877   0.2852   0.3177   0.3745
1967   0.3889   0.3937   0.2867   0.2927   0.0851   0.0388   0.0505   0.1333   0.1937   0.1752   0.0827   0.1435
1968   0.0629   0.1107   0.1147   0.1547   0.1511   0.0398   0.0545   0.0863   0.1427   0.1642   0.2117   0.1725
1969   0.2499   0.4157   0.5327   0.4617   0.2871   0.3328   0.3795   0.2023   0.1887   0.0942   0.1977   0.2705
1970   0.3049   0.2657   0.3477   0.3357   0.2331   0.1248   0.0885   0.1653   0.1607   0.0862   0.0847   0.0955
1971   0.0729   0.0247   0.0217  -0.0942  -0.0438  -0.0521  -0.0574  -0.1266  -0.0652   0.0502   0.0847  -0.0004
1972   0.0039  -0.0602  -0.1042  -0.0052  -0.1828  -0.1751  -0.0804  -0.0716   0.0017   0.0022   0.0537  -0.0404
1973  -0.0490  -0.0702  -0.0062   0.0597   0.1201   0.1408   0.1945   0.1813   0.1767   0.0762   0.1247   0.0755
1974   0.0519   0.0427  -0.0602  -0.1962  -0.2078  -0.1281  -0.2134  -0.1496  -0.1952  -0.2127  -0.0882  -0.0444
1975   0.0579  -0.0092   0.0337  -0.0152  -0.0938   0.0268   0.0325   0.1353  -0.0222  -0.0557  -0.0012  -0.0024
1976  -0.0510  -0.1092  -0.1472  -0.0932  -0.1908  -0.1581  -0.0004   0.1383   0.1227   0.0072  -0.0732  -0.1094
1977  -0.0530   0.0017   0.1667   0.1187   0.1311   0.2208   0.2045   0.1813   0.0877   0.0792   0.2027   0.1205
1978   0.2329   0.1907   0.1947   0.1447   0.1001  -0.0011   0.0365   0.1033   0.1327   0.0992   0.2297   0.1465
1979   0.1499   0.1897   0.1277   0.1057   0.1891   0.2928   0.2215   0.2183   0.2157   0.2222   0.2677   0.2725
1980   0.3439   0.2667   0.2207   0.3457   0.4391   0.4468   0.3695   0.3593   0.3207   0.2522   0.1587   0.0865
1981   0.1719   0.1717   0.3677   0.2587   0.2341   0.2838   0.2325   0.2293   0.3007   0.1342   0.2267   0.3365
1982   0.2759   0.2767   0.2897   0.1737   0.1291   0.1638   0.1015   0.0383   0.0317  -0.0477  -0.0512  -0.0344
1983   0.0609   0.2547   0.4537   0.4187   0.2751   0.2968   0.3175   0.1913   0.1267   0.1312   0.2107   0.3455
1984   0.2559   0.2727   0.2507   0.2047   0.1611   0.0298   0.0705   0.1273   0.1367  -0.0147  -0.0522   0.0335
1985   0.0099   0.0347   0.0217  -0.0362  -0.0078   0.2288   0.1855   0.0733   0.1007   0.0872   0.0787   0.0175
1986   0.0239   0.0907   0.0877   0.0427   0.1031   0.0978   0.0925   0.0853   0.1307   0.0162  -0.0202  -0.0144
1987   0.0919   0.1517   0.3507   0.3997   0.4021   0.5648   0.6235   0.6403   0.5467   0.3842   0.3097   0.4025
1988   0.3309   0.2547   0.3747   0.4227   0.4731   0.5278   0.4535   0.3523   0.2577   0.1662   0.2317   0.1945
1989   0.1509   0.2147   0.1327   0.0827   0.1901   0.4548   0.5225   0.4753   0.2607   0.2162   0.2317   0.2085
1990   0.0759   0.2117   0.2097   0.2577   0.2801   0.3108   0.3265   0.4173   0.5047   0.4552   0.3307   0.3275
1991   0.1819   0.2587   0.3217   0.2447   0.1881   0.2398   0.2435   0.2583   0.3227   0.0812   0.1247   0.1515
1992   0.1889   0.2837   0.2997   0.1947   0.1211   0.2198   0.1335  -0.0116  -0.0082   0.0462   0.0537   0.0835
1993   0.1409   0.1937   0.1507   0.2077   0.1821   0.1918   0.0775   0.1423   0.1997   0.1052   0.0717   0.0765
1994   0.0869   0.0737   0.1177   0.1837   0.1411   0.1538   0.1255   0.1383   0.2137   0.2912   0.3737   0.2815
